FILE_NAME,COLOR1,COLOR2,COLOR3,COLOR4,COLOR5
2557877190739-1.jpg,#282429,#000000,#a86c56,#e7e9ed,#ca9379
2557889183827-1.jpg,#000000,#1f1d21,#a88d80,#bebab7,#5c4d46
2557906157651-1.jpg,#000000,#1f1e22,#cea68e,#a57964,#61514a
2557906387027-1.png,#000001,#201e23,#ccc5bb,#cb9980,#a2715c
2557926998099-1.jpg,#e7aa7c,#f5f3f1,#000000,#b77854,#593e31
2558111678547-1.png,#000000,#202020,#272828,#7a2e27,#da2428
2560036601939-1.png,#90673d,#524138,#312420,#000000,#b5997c
2560377192531-1.jpg,#cebeab,#000000,#ecedef,#533e34,#a97458
2560389480531-1.jpg,#020203,#a1937d,#eacb2d,#eeeadf,#413e30
2560578945107-1.jpg,#f6eaea,#ecb383,#c98a53,#010000,#634537
2562603417683-1.png,#000000,#282829,#bb8771,#9b603f,#6d3e25
2562688122963-1.jpg,#455565,#384756,#cdcdcd,#000000,#1d2125
2562689368147-1.jpg,#000000,#1e1e1e,#545454,#d3d3d3,#8a8989
2562691956819-1.jpg,#978871,#b8a694,#000000,#e7eaf5,#5f5144
2562694217811-1.jpg,#476366,#395457,#000000,#1d2425,#cdcdcd
2562699526227-1.jpg,#413e46,#dcdee2,#000000,#8b96a3,#242226
2562702704723-1.jpg,#000000,#2a221e,#4d433f,#faf9f9,#726159
2562828861523-1.jpg,#4c4b4b,#6c6a6a,#292828,#000000,#b5a2a7
2562839773267-1.jpg,#23221f,#3c3b37,#575754,#000000,#aeb6bd
2562853175379-1.jpg,#242220,#f1f1f2,#000000,#464442,#6c6a69
2562854977619-1.jpg,#000000,#2e3134,#6dd0f7,#10a0d8,#c0c3c6
2563082322003-1.jpg,#bea67b,#e5cd9f,#000000,#917b54,#533f20
2563163324499-1.jpg,#000000,#b28571,#d3a58b,#82514e,#4d2a28
2563166240851-1.jpg,#423a37,#000000,#e2e1e1,#605857,#bf8574
2564305715283-1.png,#151515,#252523,#000000,#494847,#7c7c7c
2564314300499-1.png,#1c2433,#243351,#000000,#726f6e,#b6b5b3
2564368040019-1.jpg,#3a3a3b,#1c1c1d,#9d9d9e,#000000,#666566
2564387799123-1.jpg,#000000,#b3836b,#5d5150,#d3a58e,#2d282b
2564391010387-1.jpg,#000000,#7d4c3e,#d9b094,#522114,#a98068
2564392812627-1.jpg,#6e4a35,#000000,#8b634a,#332724,#eae9e8
2564393271379-1.jpg,#000000,#a2806d,#c7a28b,#453e3d,#f5f1ee
2565414649939-1.jpg,#8a8d9c,#bdbcc3,#646069,#000000,#e49a6c
258781118491-1.jpg,#89472c,#ac6946,#1b1516,#020101,#d5d1d1
303180349471-1.jpg,#c8b4a0,#000000,#4b3f38,#e6e2da,#a08068
